Source,Target,Duration
10,11,0.03555234665714124
11,9,0.29089784986487643
9,10,0.7248939735142699
10,15,0.21573065081807385
15,11,0.021772023084736247
11,15,0.17803504958999383
15,14,0.08932538366792642
14,12,0.03319901389599522
12,3,0.5289830965772921
3,1,0.6023894721151635
1,1,0.21897427966482041
1,15,0.27079237597908445
15,1,0.3862274986271643
1,1,0.4872006847045611
1,13,0.012090742752377537
13,1,0.4513469195620985
1,13,0.011042030128180613
13,13,0.14634852279434085
13,1,0.00957864789305063
1,1,0.6770552063327671
1,2,0.03732392583791011
2,13,0.15606107436150296
13,2,0.392842930182411
2,3,1.0204914113455743
3,14,0.07622189369305943
14,2,0.27555058623667605
2,14,0.0035149542506474063
14,2,0.1204187639208385
2,3,0.1543698800628306
3,2,0.01614178787716014
2,15,0.35369403511103314
15,14,0.48440169160033975
14,3,2.563719707653746
3,3,0.22600985538269924
3,2,0.15172752684742363
2,3,0.3020360705016003
3,1,0.3929006716866468
1,1,0.32357357777632956
1,1,0.5468577783661885
1,1,0.11642282869851783
1,2,0.0913499397123303
2,2,0.6583150846771844
2,15,0.01936572748294907
15,14,0.047262101086602115
14,15,0.7574907896638194
15,3,0.5437697928521743
3,2,0.21315183472378862
2,13,1.2226548622219866
13,13,0.4048122452651626
13,3,0.3369540850763997
3,2,0.07424817840728792
2,3,0.06840423177095545
3,13,0.2162007514645552
13,1,0.11216753184586992
1,1,0.26576917260015875
1,13,0.2671081613061972
13,13,0.26784905601607534
13,1,0.28465056078340467
1,14,0.3125918152008751
14,14,0.8725330556088977
14,15,0.08321160243750114
15,1,0.07005776372272976
1,1,0.05821987089066738
1,2,0.2596426450515139
2,2,0.11874657522227494
2,3,0.053201093943442856
3,14,0.7358700722974731
14,2,0.08973018301756497
2,15,0.35204713847815583
15,14,0.7066234153241169
14,15,0.7514618494088268
15,14,0.02962413313755974
14,3,2.8739179087693287
3,15,0.12504753499354138
15,14,0.14140735056238896
14,15,0.05929595250634634
15,2,0.0333036564651934
2,14,0.39844280316583536
14,3,0.6186064384581869
3,15,0.10378091887650953
15,2,0.9696513660030348
2,3,0.7000535228662272
3,2,0.04979332589411456
2,3,0.5931593267465303
3,15,0.23602116907105142
15,13,0.33687749662817623
13,13,0.09662418549908125
13,2,0.07899462886166475
2,14,0.0165745623505984
14,14,0.30281486959836457
14,15,0.4955028963447319
15,13,0.5951623366589729
13,3,0.4577823466132429
3,3,0.33071872071954544
3,14,0.3059364358900609
14,1,0.009056887644476319
1,1,0.13381418836084435
1,2,0.33928693057663395
2,2,0.011754849931463696
2,3,1.8077312834293195
3,15,0.21505378600994618
15,14,0.07683576181318585
14,1,0.8508056378077811
1,2,1.0151419358597593
2,3,0.17002132651265356
3,2,0.37549176798685835
2,15,0.46341547162680286
15,13,0.2589731561598114
13,3,0.7037543710985119
3,1,0.17411331180036882
1,13,0.592599731866926
13,1,0.41539457950622705
1,13,0.1106876882130905
13,1,4.280889413337263e-4
1,1,0.010432593917670374
1,1,0.04228097039072054
1,1,0.03375528853067067
1,13,0.6957296109486322
13,13,0.05492967002197702
13,13,0.1720347567444378
13,1,0.12834841921727502
1,13,0.8097595215665478
13,2,0.09383329194099588
2,14,0.9448892637308575
14,2,0.19341181352396575
2,14,0.0012648695806660726
14,3,0.05000459578124605
3,2,0.0011005285408884902
2,15,0.5351251994928248
15,14,1.0978404383337192
14,15,0.3272856065218548
15,14,0.1922319541770321
14,15,0.2761386849038274
15,14,0.7757820225985768
14,3,0.09356173913147359
3,2,0.33384283358122957
2,3,0.23160554695601832
3,15,0.3845880148908236
15,2,0.27677397259944314
2,3,0.4609500219939662
3,14,0.577996347327911
14,2,0.6668675882806951
2,3,0.6521268033140473
3,2,0.18093018110934622
2,3,0.13680314161632623
3,15,0.25928400011270014
15,14,0.7246559876070933
14,1,0.0025840675252482015
1,2,0.15026655973062475
2,15,0.37121427340977675
15,13,0.2811598622011786
13,14,0.7406804176547155
14,3,0.8007181444108653
3,4,0.1982149838936209
4,15,1.5692169297590226
15,16,0.09760479292359037
